
---------- NEW SESSION ----------

22,42,58,0,-9,7,2,0.0,0.0,333.14,97394.0,22.89,-1.92,9.45,2.47,1012.0,706.64,
22,43,1,0,-4,3,2,0.0,0.0,332.72,97385.0,22.85,-1.29,9.68,2.15,564.0,464.94,
22,43,3,0,-2,2,0,0.0,0.0,333.66,97386.0,22.86,0.98,9.80,1.96,551.0,451.76,
22,43,5,0,-5,1,0,0.0,0.0,333.66,97389.0,22.89,-1.5,9.72,2.3,551.0,451.76,
22,43,7,0,0,0,-5,0.0,0.0,333.40,97387.0,22.89,0.62,9.25,3.53,553.0,453.52,
22,43,9,2,-1,3,4,0.0,0.0,333.32,97382.0,22.89,0.62,8.78,3.84,556.0,456.16,
22,43,11,2,-4,0,0,0.0,0.0,332.80,97391.0,22.89,0.94,9.10,3.29,558.0,457.3,
22,43,13,2,-3,2,5,0.0,0.0,332.97,97391.0,22.89,-1.33,8.55,3.72,559.0,458.79,
---------- NEW SESSION ----------

13,8,3,0,-3,3,0,0.0,0.0,250.17,98349.0,13.76,0.62,10.70,-1.21,1004.0,709.28,
13,8,5,0,-3,2,0,0.0,0.0,250.68,98353.0,13.78,0.58,10.74,-1.21,587.0,484.28,
---------- NEW SESSION ----------

13,50,53,0,-3,3,0,0.0,0.0,376.22,96891.0,8.38,0.47,10.70,0.74,980.0,655.67,
13,50,55,0,-3,3,0,0.0,0.0,376.57,96888.0,8.41,0.43,10.70,0.70,556.0,455.28,
13,50,57,0,-3,3,0,0.0,0.0,376.48,96888.0,8.40,0.43,10.66,0.74,520.0,421.0,
13,50,59,0,4,0,1,0.0,0.0,376.31,96891.0,8.42,0.94,10.90,0.31,509.0,409.57,
13,50,58,0,-11,3,-2,0.0,0.0,375.87,96891.0,8.44,0.11,10.23,-1.76,509.0,409.57,
13,51,0,0,-3,2,0,0.0,0.0,376.31,96892.0,8.44,0.47,10.74,0.62,509.0,409.57,
13,51,2,0,7,4,6,0.0,0.0,375.79,96890.0,8.42,1.9,10.94,-2.39,511.0,411.33,
13,51,4,0,-3,3,0,0.0,0.0,375.87,96890.0,8.44,0.43,10.74,0.70,513.0,413.9,
13,51,7,0,-3,3,0,0.0,0.0,376.83,96892.0,8.48,0.50,10.66,0.62,515.0,414.85,
13,51,9,0,-3,3,0,0.0,0.0,376.31,96888.0,8.50,0.50,10.74,0.70,517.0,416.60,
13,51,11,0,-3,2,0,0.0,0.0,376.39,96881.0,8.50,0.47,10.70,0.70,519.0,417.48,
13,51,13,0,-3,3,0,0.0,0.0,376.13,96884.0,8.48,0.47,10.74,0.70,520.0,419.24,
13,51,15,0,-3,3,0,0.0,0.0,375.70,96888.0,8.51,0.50,10.70,0.66,518.0,416.60,
13,51,17,0,-3,2,0,0.0,0.0,376.5,96890.0,8.53,0.50,10.70,0.74,519.0,417.48,
13,51,19,0,-3,3,0,0.0,0.0,376.57,96891.0,8.54,0.47,10.66,0.70,521.0,419.24,
13,51,21,3,-3,3,0,0.0,0.0,375.96,96886.0,8.58,0.50,10.70,0.70,519.0,418.36,
13,51,23,3,-3,2,0,0.0,0.0,376.31,96886.0,8.58,0.47,10.70,0.66,521.0,420.12,
13,51,26,3,-3,3,0,0.0,0.0,376.48,96884.0,8.58,0.50,10.74,0.70,523.0,421.88,
13,51,28,3,-3,3,0,0.0,0.0,376.48,96886.0,8.58,0.47,10.70,0.66,524.0,421.88,
13,51,30,3,-3,3,0,0.0,0.0,376.39,96883.0,8.60,0.47,10.63,0.66,524.0,422.76,
13,51,32,6,-3,3,0,4010.29,8455.33,376.57,96885.0,8.60,0.47,10.70,0.70,526.0,424.51,
13,51,34,6,-3,2,0,4010.28,8455.33,376.83,96881.0,8.63,0.50,10.66,0.74,525.0,423.64,
13,51,36,6,-3,3,0,4010.28,8455.33,377.0,96881.0,8.64,0.50,10.70,0.70,527.0,425.39,
13,51,39,6,-3,3,0,4010.28,8455.33,376.91,96877.0,8.64,0.47,10.78,0.66,527.0,425.39,
13,51,40,6,-5,2,0,4010.28,8455.33,376.65,96886.0,8.63,0.39,10.74,0.70,527.0,425.39,
13,51,43,6,9,2,3,4010.29,8455.33,377.0,96882.0,8.64,0.62,11.33,0.78,527.0,425.39,
13,51,46,6,-3,2,1,4010.29,8455.33,377.17,96883.0,8.63,0.70,10.70,0.58,528.0,426.27,
13,51,48,6,-8,3,-1,4010.29,8455.33,377.52,96881.0,8.60,0.62,10.47,-1.21,528.0,426.27,
13,51,50,6,-3,3,0,4010.29,8455.33,377.0,96884.0,8.63,0.47,10.74,0.74,529.0,427.15,
13,51,52,6,-3,2,0,4010.29,8455.33,376.57,96881.0,8.64,0.50,10.70,0.66,528.0,426.27,
13,51,55,6,-2,3,0,4010.29,8455.33,377.52,96884.0,8.68,0.50,10.66,0.58,529.0,427.15,
13,51,56,6,-3,2,-12,4010.29,8455.33,376.91,96882.0,8.69,1.56,11.41,1.33,528.0,426.27,
13,51,59,6,-3,3,0,4010.29,8455.33,376.83,96877.0,8.70,0.54,10.63,0.58,528.0,426.27,
13,52,0,6,-2,3,0,4010.29,8455.33,377.26,96881.0,8.70,0.54,10.66,0.74,528.0,426.27,
13,52,4,6,-4,2,0,4010.29,8455.33,377.52,96880.0,8.64,0.66,10.66,0.58,529.0,427.15,
13,52,6,6,-3,3,3,4010.29,8455.33,377.34,96880.0,8.63,0.3,11.2,-1.49,529.0,427.15,
13,52,8,6,-2,3,0,4010.29,8455.33,377.43,96870.0,8.60,0.70,10.70,0.35,529.0,427.15,
